# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:DeltaSigma 5:Sumwls_by_sumwl 6:rmin/2+rmax/2 7:DeltaSigma_cross 8:Sum_srcwt_per_lens 9:TotalSum_srcwt 10:SN_ErrDeltaSigma 11:SN_ErrDeltaSigma_cross 12:Jackknife_region 
-3.989700e-01 2.136030e+01 1.107806e+00 7.272219e-01 2.937246e+01 6.244677e-05 4.096780e-01 5.248414e-01 1.346246e+01 2.388240e+05 1.481361e+00 1.468746e+00 13
-1.989700e-01 3.090772e+01 2.763975e+00 1.808759e+00 1.708780e+01 1.558047e-04 6.492958e-01 -9.002405e-01 3.357717e+01 5.956590e+05 9.336689e-01 9.337987e-01 13
1.029996e-03 4.923254e+01 6.883890e+00 4.490592e+00 1.096349e+01 3.880434e-04 1.029065e+00 4.617564e-01 8.369955e+01 1.484830e+06 5.901251e-01 5.913436e-01 13
2.010300e-01 7.640534e+01 1.717850e+01 1.120859e+01 6.816675e+00 9.683483e-04 1.630957e+00 -2.523835e-01 2.088795e+02 3.705522e+06 3.733622e-01 3.736744e-01 13
4.010300e-01 1.019101e+02 4.302494e+01 2.810216e+01 3.626414e+00 2.425307e-03 2.584893e+00 3.487447e-01 5.231365e+02 9.280442e+06 2.356495e-01 2.359068e-01 13
6.010300e-01 1.363911e+02 1.079162e+02 7.048239e+01 1.935109e+00 6.083211e-03 4.096780e+00 1.075081e-01 1.311533e+03 2.326660e+07 1.488464e-01 1.488468e-01 13
8.010300e-01 2.175833e+02 2.700803e+02 1.764244e+02 1.233295e+00 1.522437e-02 6.492958e+00 2.288136e-02 3.281580e+03 5.821524e+07 9.403422e-02 9.406667e-02 13
1.001030e+00 3.148877e+02 6.744724e+02 4.404825e+02 7.148699e-01 3.801986e-02 1.029065e+01 1.519691e-02 8.190084e+03 1.452921e+08 5.953870e-02 5.953389e-02 13
1.201030e+00 5.588320e+02 1.678874e+03 1.096239e+03 5.097721e-01 9.463778e-02 1.630957e+01 -2.055741e-02 2.036611e+04 3.612948e+08 3.772786e-02 3.773345e-02 13
-5.989700e-01 1.192288e+01 4.533496e-01 2.950763e-01 4.040610e+01 2.557396e-05 2.584893e-01 5.099394e+00 5.495120e+00 9.741200e+04 2.351789e+00 2.355043e+00 14
-3.989700e-01 2.159633e+01 1.105378e+00 7.253358e-01 2.977425e+01 6.235559e-05 4.096780e-01 5.980949e-01 1.343160e+01 2.381020e+05 1.483418e+00 1.470617e+00 14
-1.989700e-01 3.061657e+01 2.757492e+00 1.804850e+00 1.696350e+01 1.555532e-04 6.492958e-01 -9.061673e-01 3.348813e+01 5.936440e+05 9.344128e-01 9.347157e-01 14
1.029996e-03 4.957107e+01 6.867734e+00 4.481607e+00 1.106100e+01 3.874166e-04 1.029065e+00 5.869263e-01 8.348886e+01 1.480007e+06 5.905028e-01 5.917214e-01 14
2.010300e-01 7.649343e+01 1.713964e+01 1.118416e+01 6.839445e+00 9.668662e-04 1.630957e+00 -2.569739e-01 2.083652e+02 3.693690e+06 3.737110e-01 3.740519e-01 14
4.010300e-01 1.007051e+02 4.293027e+01 2.803784e+01 3.591755e+00 2.421745e-03 2.584893e+00 3.597677e-01 5.218723e+02 9.251231e+06 2.359183e-01 2.361768e-01 14
6.010300e-01 1.347753e+02 1.076776e+02 7.032208e+01 1.916543e+00 6.074217e-03 4.096780e+00 1.120296e-01 1.308356e+03 2.319322e+07 1.490032e-01 1.490101e-01 14
8.010300e-01 2.176333e+02 2.694723e+02 1.760154e+02 1.236445e+00 1.520124e-02 6.492958e+00 2.293913e-03 3.273575e+03 5.803067e+07 9.413972e-02 9.416862e-02 14
1.001030e+00 3.075364e+02 6.730449e+02 4.395496e+02 6.996626e-01 3.796722e-02 1.029065e+01 1.291584e-02 8.171138e+03 1.448498e+08 5.959572e-02 5.959241e-02 14
1.201030e+00 5.617541e+02 1.675731e+03 1.094176e+03 5.134039e-01 9.452987e-02 1.630957e+01 -1.360805e-02 2.032399e+04 3.602833e+08 3.776079e-02 3.776654e-02 14
-5.989700e-01 1.185559e+01 4.531414e-01 2.950774e-01 4.017791e+01 2.560700e-05 2.584893e-01 5.208625e+00 5.503786e+00 9.739500e+04 2.348270e+00 2.353962e+00 15
-3.989700e-01 2.147997e+01 1.105300e+00 7.257951e-01 2.959508e+01 6.246045e-05 4.096780e-01 7.583122e-01 1.345406e+01 2.380830e+05 1.483273e+00 1.469844e+00 15
-1.989700e-01 3.049826e+01 2.757246e+00 1.804352e+00 1.690262e+01 1.558118e-04 6.492958e-01 -6.963230e-01 3.354696e+01 5.936470e+05 9.345639e-01 9.349556e-01 15
1.029996e-03 5.004812e+01 6.870043e+00 4.482171e+00 1.116604e+01 3.882258e-04 1.029065e+00 4.971212e-01 8.366597e+01 1.480553e+06 5.906059e-01 5.917807e-01 15
2.010300e-01 7.652736e+01 1.714703e+01 1.118604e+01 6.841329e+00 9.689778e-04 1.630957e+00 -1.103660e-01 2.088014e+02 3.694949e+06 3.737584e-01 3.740301e-01 15
4.010300e-01 1.018662e+02 4.294875e+01 2.804820e+01 3.631828e+00 2.427031e-03 2.584893e+00 3.440501e-01 5.229927e+02 9.254878e+06 2.358904e-01 2.361344e-01 15
6.010300e-01 1.327167e+02 1.077275e+02 7.035773e+01 1.886313e+00 6.087677e-03 4.096780e+00 1.223441e-01 1.311202e+03 2.320303e+07 1.489683e-01 1.489760e-01 15
8.010300e-01 2.168772e+02 2.695721e+02 1.760806e+02 1.231693e+00 1.523350e-02 6.492958e+00 3.114370e-03 3.280262e+03 5.804751e+07 9.412311e-02 9.415644e-02 15
1.001030e+00 3.105345e+02 6.732684e+02 4.396839e+02 7.062675e-01 3.804636e-02 1.029065e+01 2.620783e-02 8.187386e+03 1.448840e+08 5.959037e-02 5.958551e-02 15
1.201030e+00 5.583504e+02 1.675934e+03 1.094321e+03 5.102253e-01 9.470695e-02 1.630957e+01 -7.650100e-03 2.035928e+04 3.602777e+08 3.775885e-02 3.776481e-02 15
-5.989700e-01 1.184350e+01 4.542263e-01 2.956806e-01 4.005506e+01 2.558733e-05 2.584893e-01 5.496703e+00 5.495606e+00 9.755800e+04 2.348857e+00 2.353692e+00 16
-3.989700e-01 2.171790e+01 1.108062e+00 7.271743e-01 2.986615e+01 6.241900e-05 4.096780e-01 8.353694e-01 1.343820e+01 2.385550e+05 1.481600e+00 1.468755e+00 16
-1.989700e-01 3.082287e+01 2.764106e+00 1.809625e+00 1.703274e+01 1.557067e-04 6.492958e-01 -7.631366e-01 3.349752e+01 5.946480e+05 9.331566e-01 9.332438e-01 16
1.029996e-03 4.945297e+01 6.883812e+00 4.492368e+00 1.100822e+01 3.877767e-04 1.029065e+00 5.352635e-01 8.351431e+01 1.482546e+06 5.898453e-01 5.910480e-01 16
2.010300e-01 7.670856e+01 1.717807e+01 1.120867e+01 6.843684e+00 9.676695e-04 1.630957e+00 -1.601794e-01 2.084143e+02 3.699770e+06 3.733591e-01 3.736367e-01 16
4.010300e-01 1.006807e+02 4.302555e+01 2.810505e+01 3.582299e+00 2.423702e-03 2.584893e+00 2.959647e-01 5.220497e+02 9.267427e+06 2.356390e-01 2.358874e-01 16
6.010300e-01 1.361127e+02 1.079373e+02 7.050577e+01 1.930519e+00 6.080287e-03 4.096780e+00 1.117744e-01 1.309038e+03 2.323804e+07 1.488056e-01 1.488113e-01 16
8.010300e-01 2.193445e+02 2.701071e+02 1.764620e+02 1.243012e+00 1.521559e-02 6.492958e+00 7.932210e-03 3.275081e+03 5.813923e+07 9.401642e-02 9.404809e-02 16
1.001030e+00 3.184946e+02 6.745210e+02 4.405790e+02 7.229001e-01 3.799690e-02 1.029065e+01 6.463897e-03 8.173861e+03 1.451024e+08 5.952386e-02 5.952096e-02 16
1.201030e+00 5.580475e+02 1.679404e+03 1.096741e+03 5.088236e-01 9.460364e-02 1.630957e+01 -1.229020e-02 2.032896e+04 3.608797e+08 3.771480e-02 3.772051e-02 16
-5.989700e-01 1.191302e+01 4.550658e-01 2.962229e-01 4.021640e+01 2.562019e-05 2.584893e-01 4.781720e+00 5.506700e+00 9.781000e+04 2.347056e+00 2.351340e+00 17
-3.989700e-01 2.166186e+01 1.110042e+00 7.287584e-01 2.972434e+01 6.249535e-05 4.096780e-01 5.965239e-01 1.346684e+01 2.391980e+05 1.480077e+00 1.466644e+00 17
-1.989700e-01 3.080442e+01 2.769631e+00 1.812960e+00 1.699123e+01 1.559302e-04 6.492958e-01 -7.281822e-01 3.357758e+01 5.964050e+05 9.325164e-01 9.326817e-01 17
1.029996e-03 4.968660e+01 6.899242e+00 4.502189e+00 1.103610e+01 3.884271e-04 1.029065e+00 5.175157e-01 8.373117e+01 1.487233e+06 5.892166e-01 5.904616e-01 17
2.010300e-01 7.576760e+01 1.722206e+01 1.123811e+01 6.742026e+00 9.696012e-04 1.630957e+00 -2.218915e-01 2.090076e+02 3.712393e+06 3.729047e-01 3.731900e-01 17
4.010300e-01 1.010903e+02 4.314032e+01 2.817904e+01 3.587430e+00 2.428799e-03 2.584893e+00 3.244155e-01 5.235466e+02 9.299235e+06 2.353755e-01 2.356206e-01 17
6.010300e-01 1.345787e+02 1.082159e+02 7.068897e+01 1.903815e+00 6.092553e-03 4.096780e+00 1.295376e-01 1.312680e+03 2.331583e+07 1.486310e-01 1.486351e-01 17
8.010300e-01 2.155433e+02 2.708843e+02 1.769701e+02 1.217964e+00 1.525077e-02 6.492958e+00 1.025340e-02 3.285174e+03 5.835127e+07 9.389585e-02 9.392491e-02 17
1.001030e+00 3.086217e+02 6.767324e+02 4.420230e+02 6.982028e-01 3.810001e-02 1.029065e+01 2.514435e-02 8.202408e+03 1.456912e+08 5.943821e-02 5.943365e-02 17
1.201030e+00 5.631291e+02 1.685396e+03 1.100674e+03 5.116219e-01 9.488771e-02 1.630957e+01 -8.858002e-03 2.040783e+04 3.624838e+08 3.765349e-02 3.765924e-02 17
-5.989700e-01 1.190832e+01 4.545083e-01 2.959571e-01 4.023664e+01 2.561909e-05 2.584893e-01 4.946004e+00 5.507187e+00 9.770300e+04 2.346663e+00 2.352055e+00 18
-3.989700e-01 2.164711e+01 1.108435e+00 7.275408e-01 2.975381e+01 6.247872e-05 4.096780e-01 4.075547e-01 1.345978e+01 2.387900e+05 1.481709e+00 1.468400e+00 18
-1.989700e-01 3.022479e+01 2.764324e+00 1.808403e+00 1.671352e+01 1.558155e-04 6.492958e-01 -8.679840e-01 3.355730e+01 5.953400e+05 9.338873e-01 9.340706e-01 18
1.029996e-03 5.000358e+01 6.888833e+00 4.493686e+00 1.112752e+01 3.883001e-04 1.029065e+00 5.578527e-01 8.368435e+01 1.484644e+06 5.899428e-01 5.912120e-01 18
2.010300e-01 7.611124e+01 1.719310e+01 1.121584e+01 6.786047e+00 9.691168e-04 1.630957e+00 -2.208984e-01 2.088677e+02 3.705522e+06 3.733044e-01 3.735991e-01 18
4.010300e-01 1.001625e+02 4.306232e+01 2.812120e+01 3.561816e+00 2.427277e-03 2.584893e+00 2.818361e-01 5.231291e+02 9.280834e+06 2.356219e-01 2.358806e-01 18
6.010300e-01 1.360123e+02 1.080126e+02 7.053599e+01 1.928269e+00 6.088306e-03 4.096780e+00 1.173564e-01 1.311582e+03 2.326877e+07 1.488094e-01 1.488000e-01 18
8.010300e-01 2.174538e+02 2.703334e+02 1.765592e+02 1.231620e+00 1.523777e-02 6.492958e+00 1.316937e-02 3.281800e+03 5.822241e+07 9.401467e-02 9.404485e-02 18
1.001030e+00 3.046751e+02 6.753204e+02 4.409866e+02 6.908942e-01 3.806552e-02 1.029065e+01 1.069288e-02 8.193545e+03 1.453617e+08 5.951202e-02 5.950910e-02 18
1.201030e+00 5.660432e+02 1.681684e+03 1.097989e+03 5.155272e-01 9.479083e-02 1.630957e+01 -9.214113e-03 2.038317e+04 3.616178e+08 3.770193e-02 3.770760e-02 18
-5.989700e-01 1.199908e+01 4.545777e-01 2.958592e-01 4.055671e+01 2.558119e-05 2.584893e-01 5.264536e+00 5.496961e+00 9.768100e+04 2.350039e+00 2.353947e+00 19
-3.989700e-01 2.177002e+01 1.109130e+00 7.278879e-01 2.990848e+01 6.241586e-05 4.096780e-01 4.689686e-01 1.344249e+01 2.388730e+05 1.481398e+00 1.468170e+00 19
-1.989700e-01 3.086441e+01 2.765800e+00 1.810013e+00 1.705204e+01 1.556443e-04 6.492958e-01 -6.961794e-01 3.350884e+01 5.954520e+05 9.332666e-01 9.335154e-01 19
1.029996e-03 4.942361e+01 6.893130e+00 4.497274e+00 1.098968e+01 3.879083e-04 1.029065e+00 5.242365e-01 8.357755e+01 1.485173e+06 5.897027e-01 5.909221e-01 19
2.010300e-01 7.623354e+01 1.720529e+01 1.122394e+01 6.792048e+00 9.682212e-04 1.630957e+00 -2.159433e-01 2.086190e+02 3.707160e+06 3.731725e-01 3.734859e-01 19
4.010300e-01 1.028469e+02 4.309181e+01 2.814031e+01 3.654789e+00 2.424975e-03 2.584893e+00 3.064632e-01 5.224989e+02 9.284805e+06 2.355377e-01 2.357874e-01 19
6.010300e-01 1.354518e+02 1.080970e+02 7.059285e+01 1.918776e+00 6.083118e-03 4.096780e+00 1.317332e-01 1.309984e+03 2.327841e+07 1.487416e-01 1.487427e-01 19
8.010300e-01 2.186098e+02 2.705197e+02 1.766858e+02 1.237280e+00 1.522339e-02 6.492958e+00 9.499691e-03 3.277630e+03 5.824349e+07 9.397566e-02 9.400327e-02 19
1.001030e+00 3.094607e+02 6.757283e+02 4.412571e+02 7.013160e-01 3.802636e-02 1.029065e+01 8.678817e-03 8.182084e+03 1.453956e+08 5.949242e-02 5.948740e-02 19
1.201030e+00 5.514694e+02 1.682892e+03 1.098781e+03 5.018918e-01 9.470413e-02 1.630957e+01 -2.449225e-02 2.035635e+04 3.617323e+08 3.768754e-02 3.769312e-02 19
-5.989700e-01 1.190340e+01 4.532207e-01 2.950366e-01 4.034549e+01 2.557390e-05 2.584893e-01 4.953290e+00 5.492608e+00 9.734000e+04 2.353105e+00 2.355615e+00 20
-3.989700e-01 2.159752e+01 1.106514e+00 7.263923e-01 2.973259e+01 6.243733e-05 4.096780e-01 6.182393e-01 1.343703e+01 2.381310e+05 1.482551e+00 1.469856e+00 20
-1.989700e-01 3.066894e+01 2.759292e+00 1.807291e+00 1.696957e+01 1.556987e-04 6.492958e-01 -6.437545e-01 3.349193e+01 5.935440e+05 9.336902e-01 9.339231e-01 20
1.029996e-03 4.992752e+01 6.875031e+00 4.486450e+00 1.112851e+01 3.879377e-04 1.029065e+00 5.357689e-01 8.353848e+01 1.480469e+06 5.902827e-01 5.915763e-01 20
2.010300e-01 7.635218e+01 1.716258e+01 1.119974e+01 6.817317e+00 9.684335e-04 1.630957e+00 -1.860607e-01 2.085377e+02 3.695706e+06 3.734761e-01 3.738592e-01 20
4.010300e-01 1.017024e+02 4.298668e+01 2.807786e+01 3.622156e+00 2.425611e-03 2.584893e+00 3.088513e-01 5.223412e+02 9.256930e+06 2.357931e-01 2.360278e-01 20
6.010300e-01 1.353423e+02 1.078237e+02 7.043382e+01 1.921553e+00 6.084174e-03 4.096780e+00 1.565649e-01 1.309513e+03 2.320719e+07 1.488927e-01 1.488953e-01 20
8.010300e-01 2.168314e+02 2.698497e+02 1.762944e+02 1.229939e+00 1.522682e-02 6.492958e+00 8.507704e-03 3.276694e+03 5.806957e+07 9.406913e-02 9.410172e-02 20
1.001030e+00 3.173038e+02 6.739279e+02 4.401931e+02 7.208287e-01 3.802776e-02 1.029065e+01 1.154821e-02 8.177984e+03 1.449302e+08 5.955707e-02 5.955291e-02 20
1.201030e+00 5.565783e+02 1.677749e+03 1.095679e+03 5.079756e-01 9.467039e-02 1.630957e+01 -9.711038e-03 2.033768e+04 3.604244e+08 3.773707e-02 3.774290e-02 20
-5.989700e-01 1.189282e+01 4.536816e-01 2.955519e-01 4.023935e+01 2.559991e-05 2.584893e-01 5.625952e+00 5.503386e+00 9.753100e+04 2.348562e+00 2.353579e+00 21
-3.989700e-01 2.166715e+01 1.106450e+00 7.260728e-01 2.984157e+01 6.243369e-05 4.096780e-01 5.942414e-01 1.345040e+01 2.383680e+05 1.483458e+00 1.469885e+00 21
-1.989700e-01 3.058016e+01 2.760043e+00 1.806290e+00 1.692982e+01 1.557411e-04 6.492958e-01 -8.712991e-01 3.353781e+01 5.943570e+05 9.343673e-01 9.346739e-01 21
1.029996e-03 4.962562e+01 6.877360e+00 4.487503e+00 1.105863e+01 3.880691e-04 1.029065e+00 4.949146e-01 8.363706e+01 1.482216e+06 5.901891e-01 5.915246e-01 21
2.010300e-01 7.534389e+01 1.716319e+01 1.119800e+01 6.728336e+00 9.684681e-04 1.630957e+00 -1.376398e-01 2.087146e+02 3.698840e+06 3.736204e-01 3.739014e-01 21
4.010300e-01 1.011829e+02 4.299087e+01 2.807830e+01 3.603598e+00 2.425847e-03 2.584893e+00 3.761473e-01 5.228083e+02 9.265209e+06 2.357911e-01 2.360566e-01 21
6.010300e-01 1.357654e+02 1.078525e+02 7.044491e+01 1.927256e+00 6.085796e-03 4.096780e+00 1.339320e-01 1.310882e+03 2.323145e+07 1.488945e-01 1.488981e-01 21
8.010300e-01 2.181103e+02 2.699088e+02 1.763122e+02 1.237069e+00 1.523015e-02 6.492958e+00 1.591003e-02 3.279830e+03 5.812515e+07 9.407305e-02 9.410116e-02 21
1.001030e+00 3.098367e+02 6.740553e+02 4.402361e+02 7.037966e-01 3.803494e-02 1.029065e+01 1.939826e-02 8.186087e+03 1.450738e+08 5.955876e-02 5.955453e-02 21
1.201030e+00 5.579664e+02 1.678206e+03 1.095886e+03 5.091465e-01 9.469622e-02 1.630957e+01 -9.666981e-04 2.035999e+04 3.608197e+08 3.773636e-02 3.774212e-02 21
-5.989700e-01 1.190645e+01 4.538926e-01 2.956063e-01 4.027805e+01 2.559160e-05 2.584893e-01 5.133962e+00 5.494587e+00 9.745200e+04 2.348711e+00 2.353645e+00 22
-3.989700e-01 2.162056e+01 1.107372e+00 7.270369e-01 2.973791e+01 6.243640e-05 4.096780e-01 2.231454e-01 1.343967e+01 2.383660e+05 1.481446e+00 1.468906e+00 22
-1.989700e-01 3.074215e+01 2.761676e+00 1.807569e+00 1.700745e+01 1.557102e-04 6.492958e-01 -7.176891e-01 3.350237e+01 5.941980e+05 9.341082e-01 9.341516e-01 22
1.029996e-03 4.961506e+01 6.880173e+00 4.489266e+00 1.105193e+01 3.879213e-04 1.029065e+00 5.107000e-01 8.354234e+01 1.481707e+06 5.901911e-01 5.913860e-01 22
2.010300e-01 7.719982e+01 1.717470e+01 1.120545e+01 6.889489e+00 9.683525e-04 1.630957e+00 -2.308585e-01 2.085183e+02 3.698281e+06 3.735015e-01 3.738027e-01 22
4.010300e-01 1.015632e+02 4.301266e+01 2.808907e+01 3.615755e+00 2.425161e-03 2.584893e+00 3.274684e-01 5.222344e+02 9.262350e+06 2.357635e-01 2.360246e-01 22
6.010300e-01 1.342601e+02 1.078945e+02 7.046835e+01 1.905253e+00 6.083362e-03 4.096780e+00 9.576691e-02 1.309322e+03 2.322213e+07 1.488724e-01 1.488807e-01 22
8.010300e-01 2.172214e+02 2.700028e+02 1.763574e+02 1.231711e+00 1.522343e-02 6.492958e+00 1.219527e-02 3.275686e+03 5.809756e+07 9.406682e-02 9.409767e-02 22
1.001030e+00 3.043097e+02 6.742856e+02 4.403583e+02 6.910502e-01 3.801791e-02 1.029065e+01 2.055147e-02 8.175443e+03 1.449997e+08 5.955423e-02 5.954991e-02 22
1.201030e+00 5.558822e+02 1.678584e+03 1.096028e+03 5.071789e-01 9.464279e-02 1.630957e+01 -1.756155e-02 2.033032e+04 3.605785e+08 3.773613e-02 3.774180e-02 22
-5.989700e-01 1.202759e+01 4.551809e-01 2.965087e-01 4.056403e+01 2.567437e-05 2.584893e-01 5.198848e+00 5.516273e+00 9.779800e+04 2.346191e+00 2.349146e+00 23
-3.989700e-01 2.170181e+01 1.110350e+00 7.290127e-01 2.976877e+01 6.262904e-05 4.096780e-01 7.617710e-01 1.348576e+01 2.390890e+05 1.480087e+00 1.466658e+00 23
-1.989700e-01 3.081887e+01 2.769627e+00 1.813183e+00 1.699711e+01 1.562202e-04 6.492958e-01 -7.720191e-01 3.362519e+01 5.961410e+05 9.326414e-01 9.328986e-01 23
1.029996e-03 4.949404e+01 6.900503e+00 4.502883e+00 1.099164e+01 3.892212e-04 1.029065e+00 4.572946e-01 8.385679e+01 1.486697e+06 5.893746e-01 5.905545e-01 23
2.010300e-01 7.686408e+01 1.722614e+01 1.124074e+01 6.837994e+00 9.716365e-04 1.630957e+00 -1.662953e-01 2.093372e+02 3.711340e+06 3.729069e-01 3.732238e-01 23
4.010300e-01 1.018622e+02 4.313534e+01 2.817461e+01 3.615390e+00 2.433039e-03 2.584893e+00 2.735201e-01 5.241796e+02 9.293181e+06 2.354264e-01 2.356792e-01 23
6.010300e-01 1.352489e+02 1.082006e+02 7.067728e+01 1.913613e+00 6.103029e-03 4.096780e+00 1.171194e-01 1.314234e+03 2.330006e+07 1.486621e-01 1.486648e-01 23
8.010300e-01 2.189905e+02 2.707759e+02 1.768886e+02 1.238014e+00 1.527305e-02 6.492958e+00 8.989616e-03 3.288191e+03 5.829634e+07 9.392559e-02 9.395343e-02 23
1.001030e+00 3.113576e+02 6.762133e+02 4.416670e+02 7.049601e-01 3.814165e-02 1.029065e+01 1.634320e-02 8.206967e+03 1.455013e+08 5.946871e-02 5.946353e-02 23
1.201030e+00 5.579123e+02 1.683272e+03 1.099247e+03 5.075403e-01 9.494456e-02 1.630957e+01 -2.107366e-02 2.040835e+04 3.618197e+08 3.767962e-02 3.768665e-02 23
-5.989700e-01 1.188166e+01 4.550254e-01 2.962689e-01 4.010431e+01 2.561936e-05 2.584893e-01 4.912523e+00 5.501211e+00 9.770700e+04 2.346368e+00 2.349659e+00 24
-3.989700e-01 2.162001e+01 1.109865e+00 7.284746e-01 2.967847e+01 6.248888e-05 4.096780e-01 5.218811e-01 1.344631e+01 2.388200e+05 1.481029e+00 1.467604e+00 24
-1.989700e-01 3.066271e+01 2.768250e+00 1.811376e+00 1.692786e+01 1.558612e-04 6.492958e-01 -6.877144e-01 3.352345e+01 5.954100e+05 9.331389e-01 9.333424e-01 24
1.029996e-03 5.037814e+01 6.896046e+00 4.499270e+00 1.119696e+01 3.882690e-04 1.029065e+00 5.852854e-01 8.359079e+01 1.484656e+06 5.896191e-01 5.908661e-01 24
2.010300e-01 7.631277e+01 1.721719e+01 1.123410e+01 6.792960e+00 9.693818e-04 1.630957e+00 -2.056133e-01 2.086855e+02 3.706463e+06 3.730247e-01 3.733193e-01 24
4.010300e-01 1.008889e+02 4.311923e+01 2.816242e+01 3.582393e+00 2.427748e-03 2.584893e+00 3.423186e-01 5.226139e+02 9.282146e+06 2.354725e-01 2.357105e-01 24
6.010300e-01 1.349276e+02 1.081746e+02 7.065434e+01 1.909686e+00 6.090567e-03 4.096780e+00 9.360405e-02 1.310579e+03 2.327720e+07 1.486913e-01 1.486957e-01 24
8.010300e-01 2.137545e+02 2.707488e+02 1.768650e+02 1.208574e+00 1.524401e-02 6.492958e+00 -5.113846e-03 3.279645e+03 5.824977e+07 9.393865e-02 9.396833e-02 24
1.001030e+00 3.096146e+02 6.762725e+02 4.416888e+02 7.009792e-01 3.807626e-02 1.029065e+01 1.817568e-02 8.187267e+03 1.454141e+08 5.946847e-02 5.946523e-02 24
1.201030e+00 5.570691e+02 1.683925e+03 1.099626e+03 5.065988e-01 9.481026e-02 1.630957e+01 -1.277939e-02 2.036676e+04 3.617341e+08 3.767750e-02 3.768328e-02 24
-5.989700e-01 1.193705e+01 4.541176e-01 2.957363e-01 4.036382e+01 2.560573e-05 2.584893e-01 5.531111e+00 5.498562e+00 9.751700e+04 2.349126e+00 2.355435e+00 25
-3.989700e-01 2.156519e+01 1.107823e+00 7.271172e-01 2.965848e+01 6.246533e-05 4.096780e-01 3.453966e-01 1.344618e+01 2.384680e+05 1.482051e+00 1.469357e+00 25
-1.989700e-01 3.067948e+01 2.762693e+00 1.808219e+00 1.696668e+01 1.557763e-04 6.492958e-01 -6.685058e-01 3.351982e+01 5.944740e+05 9.338207e-01 9.342412e-01 25
1.029996e-03 4.917195e+01 6.882624e+00 4.490664e+00 1.094982e+01 3.880814e-04 1.029065e+00 4.485789e-01 8.358427e+01 1.482367e+06 5.901012e-01 5.913543e-01 25
2.010300e-01 7.656337e+01 1.717930e+01 1.121033e+01 6.829714e+00 9.686667e-04 1.630957e+00 -2.265169e-01 2.086286e+02 3.700028e+06 3.734338e-01 3.736857e-01 25
4.010300e-01 1.013773e+02 4.302800e+01 2.810364e+01 3.607265e+00 2.426163e-03 2.584893e+00 2.987508e-01 5.225108e+02 9.266729e+06 2.357265e-01 2.359711e-01 25
6.010300e-01 1.356540e+02 1.079302e+02 7.049755e+01 1.924237e+00 6.085718e-03 4.096780e+00 1.059705e-01 1.310036e+03 2.323350e+07 1.488587e-01 1.488584e-01 25
8.010300e-01 2.203838e+02 2.701051e+02 1.764506e+02 1.248983e+00 1.523006e-02 6.492958e+00 1.298194e-02 3.277806e+03 5.813190e+07 9.404985e-02 9.408031e-02 25
1.001030e+00 3.106399e+02 6.745709e+02 4.405938e+02 7.050484e-01 3.803614e-02 1.029065e+01 1.826167e-03 8.180925e+03 1.450887e+08 5.954178e-02 5.953719e-02 25
1.201030e+00 5.629876e+02 1.679555e+03 1.096801e+03 5.132998e-01 9.470285e-02 1.630957e+01 -1.194540e-02 2.034894e+04 3.608885e+08 3.772541e-02 3.773097e-02 25
-5.989700e-01 1.197863e+01 4.544193e-01 2.959187e-01 4.047948e+01 2.561696e-05 2.584893e-01 5.298660e+00 5.504876e+00 9.765100e+04 2.349335e+00 2.353270e+00 26
-3.989700e-01 2.176720e+01 1.108993e+00 7.282043e-01 2.989161e+01 6.251720e-05 4.096780e-01 7.405654e-01 1.346412e+01 2.388400e+05 1.480831e+00 1.467842e+00 26
-1.989700e-01 3.088027e+01 2.766095e+00 1.810676e+00 1.705455e+01 1.559330e-04 6.492958e-01 -6.896325e-01 3.356463e+01 5.954030e+05 9.331594e-01 9.334084e-01 26
1.029996e-03 4.997299e+01 6.889417e+00 4.495009e+00 1.111744e+01 3.883768e-04 1.029065e+00 4.229521e-01 8.368713e+01 1.484526e+06 5.898659e-01 5.910749e-01 26
2.010300e-01 7.689697e+01 1.719530e+01 1.121962e+01 6.853794e+00 9.693501e-04 1.630957e+00 -2.259926e-01 2.088858e+02 3.705425e+06 3.732281e-01 3.735437e-01 26
4.010300e-01 1.025381e+02 4.306218e+01 2.812847e+01 3.645350e+00 2.427543e-03 2.584893e+00 3.343681e-01 5.231079e+02 9.279411e+06 2.355993e-01 2.358344e-01 26
6.010300e-01 1.351676e+02 1.080233e+02 7.056378e+01 1.915537e+00 6.089594e-03 4.096780e+00 9.936331e-02 1.311592e+03 2.326634e+07 1.487727e-01 1.487713e-01 26
8.010300e-01 2.160036e+02 2.703412e+02 1.766159e+02 1.223013e+00 1.523993e-02 6.492958e+00 1.664296e-02 3.281691e+03 5.821392e+07 9.399349e-02 9.402244e-02 26
1.001030e+00 3.127802e+02 6.751843e+02 4.410222e+02 7.092165e-01 3.806214e-02 1.029065e+01 6.501339e-03 8.191272e+03 1.453050e+08 5.950374e-02 5.949963e-02 26
1.201030e+00 5.533412e+02 1.680920e+03 1.097785e+03 5.040524e-01 9.475845e-02 1.630957e+01 -1.270736e-02 2.037234e+04 3.613849e+08 3.770062e-02 3.770726e-02 26
-5.989700e-01 1.179242e+01 4.547104e-01 2.960798e-01 3.982852e+01 2.567390e-05 2.584893e-01 4.949501e+00 5.513353e+00 9.764700e+04 2.347866e+00 2.351666e+00 27
