# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:DeltaSigma 5:Sumwls_by_sumwl 6:rmin/2+rmax/2 7:DeltaSigma_cross 8:Sum_srcwt_per_lens 9:TotalSum_srcwt 10:SN_ErrDeltaSigma 11:SN_ErrDeltaSigma_cross 12:Jackknife_region 
-3.989700e-01 2.161014e+01 1.109203e+00 7.281840e-01 2.967675e+01 6.262789e-05 4.096780e-01 4.538952e-01 1.348168e+01 2.387740e+05 1.481305e+00 1.468443e+00 27
-1.989700e-01 3.087964e+01 2.767792e+00 1.811555e+00 1.704594e+01 1.562753e-04 6.492958e-01 -7.922042e-01 3.362057e+01 5.954540e+05 9.330765e-01 9.333781e-01 27
1.029996e-03 4.977683e+01 6.894109e+00 4.498054e+00 1.106630e+01 3.892558e-04 1.029065e+00 5.158220e-01 8.382435e+01 1.484613e+06 5.897746e-01 5.909966e-01 27
2.010300e-01 7.604323e+01 1.720998e+01 1.122978e+01 6.771569e+00 9.717115e-04 1.630957e+00 -2.234106e-01 2.092470e+02 3.705973e+06 3.731201e-01 3.733755e-01 27
4.010300e-01 1.018334e+02 4.309725e+01 2.814981e+01 3.617552e+00 2.433360e-03 2.584893e+00 3.444536e-01 5.240280e+02 9.281060e+06 2.355335e-01 2.357710e-01 27
6.010300e-01 1.342847e+02 1.080904e+02 7.060641e+01 1.901877e+00 6.103011e-03 4.096780e+00 1.206273e-01 1.313693e+03 2.326682e+07 1.487464e-01 1.487423e-01 27
8.010300e-01 2.166234e+02 2.705379e+02 1.767353e+02 1.225695e+00 1.527513e-02 6.492958e+00 2.542706e-03 3.287394e+03 5.822304e+07 9.397441e-02 9.400017e-02 27
1.001030e+00 3.129169e+02 6.757209e+02 4.413539e+02 7.089932e-01 3.815261e-02 1.029065e+01 2.111669e-02 8.206347e+03 1.453426e+08 5.949083e-02 5.948736e-02 27
1.201030e+00 5.578511e+02 1.682483e+03 1.098723e+03 5.077266e-01 9.499652e-02 1.630957e+01 -9.552774e-03 2.041322e+04 3.615385e+08 3.769222e-02 3.769814e-02 27
-5.989700e-01 1.183992e+01 4.540860e-01 2.954150e-01 4.007893e+01 2.561550e-05 2.584893e-01 5.490188e+00 5.501551e+00 9.752600e+04 2.351852e+00 2.354019e+00 28
-3.989700e-01 2.160987e+01 1.108947e+00 7.279256e-01 2.968692e+01 6.255694e-05 4.096780e-01 6.703248e-01 1.346325e+01 2.386630e+05 1.480964e+00 1.468145e+00 28
-1.989700e-01 3.046765e+01 2.765704e+00 1.809781e+00 1.683499e+01 1.560165e-04 6.492958e-01 -6.447144e-01 3.356208e+01 5.949550e+05 9.334018e-01 9.338311e-01 28
1.029996e-03 4.964917e+01 6.887483e+00 4.492866e+00 1.105067e+01 3.885307e-04 1.029065e+00 4.472901e-01 8.367643e+01 1.483332e+06 5.899678e-01 5.911780e-01 28
2.010300e-01 7.651495e+01 1.719503e+01 1.121942e+01 6.819868e+00 9.699910e-04 1.630957e+00 -2.004180e-01 2.088849e+02 3.702903e+06 3.732497e-01 3.735564e-01 28
4.010300e-01 1.010099e+02 4.305807e+01 2.811967e+01 3.592146e+00 2.428954e-03 2.584893e+00 3.373644e-01 5.230978e+02 9.272955e+06 2.356457e-01 2.358611e-01 28
6.010300e-01 1.347660e+02 1.080061e+02 7.053587e+01 1.910602e+00 6.092743e-03 4.096780e+00 1.104356e-01 1.311485e+03 2.324869e+07 1.488180e-01 1.488112e-01 28
8.010300e-01 2.157688e+02 2.703020e+02 1.765474e+02 1.222158e+00 1.524804e-02 6.492958e+00 1.214651e-02 3.281474e+03 5.817069e+07 9.402289e-02 9.405032e-02 28
1.001030e+00 3.065792e+02 6.750562e+02 4.408353e+02 6.954507e-01 3.808068e-02 1.029065e+01 1.332833e-02 8.190389e+03 1.451910e+08 5.952453e-02 5.952147e-02 28
1.201030e+00 5.554035e+02 1.680517e+03 1.097256e+03 5.061749e-01 9.479986e-02 1.630957e+01 -1.240668e-02 2.036876e+04 3.610770e+08 3.771732e-02 3.772292e-02 28
-5.989700e-01 1.185989e+01 4.544992e-01 2.958091e-01 4.009305e+01 2.563447e-05 2.584893e-01 5.374464e+00 5.505358e+00 9.761000e+04 2.350029e+00 2.353396e+00 29
-3.989700e-01 2.156600e+01 1.109001e+00 7.279825e-01 2.962434e+01 6.254940e-05 4.096780e-01 3.225646e-01 1.346543e+01 2.387420e+05 1.480739e+00 1.467847e+00 29
-1.989700e-01 3.069447e+01 2.766361e+00 1.810547e+00 1.695315e+01 1.560272e-04 6.492958e-01 -7.820358e-01 3.357986e+01 5.953710e+05 9.330926e-01 9.332592e-01 29
1.029996e-03 4.984751e+01 6.892933e+00 4.496893e+00 1.108488e+01 3.887723e-04 1.029065e+00 5.632800e-01 8.374320e+01 1.484767e+06 5.898178e-01 5.910214e-01 29
2.010300e-01 7.595320e+01 1.720266e+01 1.122319e+01 6.767521e+00 9.702569e-04 1.630957e+00 -1.615227e-01 2.089714e+02 3.705063e+06 3.732270e-01 3.735165e-01 29
4.010300e-01 1.007905e+02 4.308446e+01 2.813764e+01 3.582051e+00 2.430031e-03 2.584893e+00 2.728888e-01 5.233653e+02 9.279267e+06 2.355701e-01 2.358204e-01 29
6.010300e-01 1.345249e+02 1.080804e+02 7.058909e+01 1.905747e+00 6.095903e-03 4.096780e+00 1.232206e-01 1.312225e+03 2.326576e+07 1.487649e-01 1.487601e-01 29
8.010300e-01 2.190708e+02 2.704833e+02 1.766783e+02 1.239942e+00 1.525568e-02 6.492958e+00 9.871871e-03 3.283226e+03 5.821160e+07 9.398813e-02 9.401510e-02 29
1.001030e+00 3.113873e+02 6.755506e+02 4.411811e+02 7.058038e-01 3.810212e-02 1.029065e+01 2.236241e-02 8.195238e+03 1.453016e+08 5.949976e-02 5.949631e-02 29
1.201030e+00 5.556616e+02 1.682162e+03 1.098410e+03 5.058779e-01 9.487660e-02 1.630957e+01 -1.113013e-02 2.038651e+04 3.614528e+08 3.769593e-02 3.770194e-02 29
-5.989700e-01 1.187650e+01 4.529234e-01 2.949687e-01 4.026358e+01 2.557444e-05 2.584893e-01 5.026091e+00 5.491869e+00 9.726100e+04 2.349959e+00 2.353896e+00 30
-3.989700e-01 2.141290e+01 1.104137e+00 7.247369e-01 2.954576e+01 6.234539e-05 4.096780e-01 6.429434e-01 1.342129e+01 2.376910e+05 1.482995e+00 1.471451e+00 30
-1.989700e-01 3.078251e+01 2.755116e+00 1.803062e+00 1.707236e+01 1.555684e-04 6.492958e-01 -5.461509e-01 3.346589e+01 5.926810e+05 9.347489e-01 9.352695e-01 30
1.029996e-03 4.967378e+01 6.864063e+00 4.478320e+00 1.109206e+01 3.875812e-04 1.029065e+00 4.702852e-01 8.346121e+01 1.478098e+06 5.908816e-01 5.921066e-01 30
2.010300e-01 7.604548e+01 1.713050e+01 1.117709e+01 6.803693e+00 9.672786e-04 1.630957e+00 -2.261568e-01 2.082916e+02 3.688845e+06 3.739052e-01 3.742206e-01 30
4.010300e-01 1.017175e+02 4.290530e+01 2.802155e+01 3.629976e+00 2.422659e-03 2.584893e+00 3.281959e-01 5.217096e+02 9.239477e+06 2.360253e-01 2.362873e-01 30
6.010300e-01 1.341466e+02 1.076128e+02 7.029117e+01 1.908441e+00 6.076388e-03 4.096780e+00 1.176539e-01 1.307846e+03 2.316195e+07 1.490410e-01 1.490351e-01 30
8.010300e-01 2.186673e+02 2.693289e+02 1.759307e+02 1.242917e+00 1.520773e-02 6.492958e+00 2.103043e-02 3.272402e+03 5.795424e+07 9.417226e-02 9.420078e-02 30
1.001030e+00 3.114715e+02 6.726262e+02 4.392911e+02 7.090322e-01 3.798003e-02 1.029065e+01 7.068830e-03 8.167501e+03 1.446464e+08 5.961966e-02 5.961605e-02 30
1.201030e+00 5.607477e+02 1.674630e+03 1.093531e+03 5.127863e-01 9.455842e-02 1.630957e+01 -1.184449e-02 2.031405e+04 3.597618e+08 3.777491e-02 3.778098e-02 30
-5.989700e-01 1.182230e+01 4.547734e-01 2.959823e-01 3.994260e+01 2.562681e-05 2.584893e-01 5.270628e+00 5.508340e+00 9.775100e+04 2.349031e+00 2.352861e+00 31
-3.989700e-01 2.175188e+01 1.110610e+00 7.290351e-01 2.983653e+01 6.258366e-05 4.096780e-01 4.851780e-01 1.347932e+01 2.392040e+05 1.479838e+00 1.467405e+00 31
-1.989700e-01 3.058390e+01 2.770030e+00 1.813266e+00 1.686675e+01 1.560932e-04 6.492958e-01 -6.578441e-01 3.359777e+01 5.962260e+05 9.324294e-01 9.328448e-01 31
1.029996e-03 4.965434e+01 6.898731e+00 4.500966e+00 1.103193e+01 3.887485e-04 1.029065e+00 6.139299e-01 8.376947e+01 1.486573e+06 5.893245e-01 5.905911e-01 31
2.010300e-01 7.656635e+01 1.721690e+01 1.123327e+01 6.816033e+00 9.701847e-04 1.630957e+00 -2.323680e-01 2.090293e+02 3.709434e+06 3.730049e-01 3.732843e-01 31
4.010300e-01 1.010241e+02 4.312281e+01 2.816241e+01 3.587196e+00 2.430001e-03 2.584893e+00 3.296534e-01 5.235528e+02 9.290968e+06 2.354648e-01 2.356789e-01 31
6.010300e-01 1.364965e+02 1.081555e+02 7.063940e+01 1.932301e+00 6.094642e-03 4.096780e+00 1.404923e-01 1.312539e+03 2.329232e+07 1.486921e-01 1.487005e-01 31
8.010300e-01 2.184823e+02 2.706663e+02 1.768034e+02 1.235736e+00 1.525224e-02 6.492958e+00 -1.212591e-02 3.283969e+03 5.827731e+07 9.394440e-02 9.397510e-02 31
1.001030e+00 3.113966e+02 6.759657e+02 4.414709e+02 7.053616e-01 3.809116e-02 1.029065e+01 5.323236e-03 8.196288e+03 1.454513e+08 5.947588e-02 5.947152e-02 31
1.201030e+00 5.618425e+02 1.682765e+03 1.098827e+03 5.113111e-01 9.482502e-02 1.630957e+01 -1.295146e-02 2.038323e+04 3.617208e+08 3.768651e-02 3.769233e-02 31
-5.989700e-01 1.184036e+01 4.534829e-01 2.951866e-01 4.011146e+01 2.561037e-05 2.584893e-01 5.249247e+00 5.504998e+00 9.747700e+04 2.351129e+00 2.355521e+00 32
-3.989700e-01 2.175327e+01 1.106828e+00 7.265905e-01 2.993883e+01 6.250795e-05 4.096780e-01 6.598169e-01 1.346106e+01 2.383550e+05 1.482310e+00 1.469243e+00 32
-1.989700e-01 3.074172e+01 2.759577e+00 1.805898e+00 1.702295e+01 1.558467e-04 6.492958e-01 -7.451894e-01 3.355487e+01 5.941560e+05 9.341115e-01 9.348063e-01 32
1.029996e-03 5.002048e+01 6.873867e+00 4.484637e+00 1.115374e+01 3.882005e-04 1.029065e+00 6.809397e-01 8.366601e+01 1.481474e+06 5.904479e-01 5.917542e-01 32
2.010300e-01 7.609530e+01 1.715633e+01 1.119550e+01 6.796952e+00 9.689011e-04 1.630957e+00 -2.356669e-01 2.088026e+02 3.697267e+06 3.736075e-01 3.739211e-01 32
4.010300e-01 9.923422e+01 4.297077e+01 2.806616e+01 3.535725e+00 2.426767e-03 2.584893e+00 3.125068e-01 5.229797e+02 9.260402e+06 2.358491e-01 2.361015e-01 32
6.010300e-01 1.361269e+02 1.077620e+02 7.038675e+01 1.933984e+00 6.085843e-03 4.096780e+00 1.053071e-01 1.310901e+03 2.321212e+07 1.489577e-01 1.489544e-01 32
8.010300e-01 2.178243e+02 2.696944e+02 1.761770e+02 1.236395e+00 1.523095e-02 6.492958e+00 2.515521e-03 3.280042e+03 5.807970e+07 9.411195e-02 9.414308e-02 32
1.001030e+00 3.123482e+02 6.736015e+02 4.399391e+02 7.099805e-01 3.804154e-02 1.029065e+01 4.420940e-03 8.187098e+03 1.449689e+08 5.958119e-02 5.957609e-02 32
1.201030e+00 5.528497e+02 1.676989e+03 1.095106e+03 5.048367e-01 9.470768e-02 1.630957e+01 -8.204779e-03 2.036161e+04 3.605430e+08 3.775144e-02 3.775736e-02 32
-5.989700e-01 1.196495e+01 4.547398e-01 2.959110e-01 4.043428e+01 2.565673e-05 2.584893e-01 5.260208e+00 5.508858e+00 9.763900e+04 2.348929e+00 2.352497e+00 33
-3.989700e-01 2.172907e+01 1.109483e+00 7.282230e-01 2.983849e+01 6.259777e-05 4.096780e-01 3.098518e-01 1.347044e+01 2.387500e+05 1.481059e+00 1.468451e+00 33
-1.989700e-01 3.102223e+01 2.766643e+00 1.810904e+00 1.713080e+01 1.560958e-04 6.492958e-01 -7.155075e-01 3.357899e+01 5.951540e+05 9.331212e-01 9.332922e-01 33
1.029996e-03 4.977288e+01 6.893306e+00 4.497663e+00 1.106639e+01 3.889249e-04 1.029065e+00 6.277584e-01 8.374368e+01 1.484273e+06 5.897054e-01 5.909227e-01 33
2.010300e-01 7.628499e+01 1.720618e+01 1.122751e+01 6.794472e+00 9.707840e-04 1.630957e+00 -2.330422e-01 2.090173e+02 3.704623e+06 3.730544e-01 3.734152e-01 33
4.010300e-01 1.018128e+02 4.309286e+01 2.814771e+01 3.617089e+00 2.431328e-03 2.584893e+00 3.385950e-01 5.234930e+02 9.278390e+06 2.355130e-01 2.357737e-01 33
6.010300e-01 1.347748e+02 1.081037e+02 7.061446e+01 1.908601e+00 6.099283e-03 4.096780e+00 1.577085e-01 1.312587e+03 2.326430e+07 1.487345e-01 1.487334e-01 33
8.010300e-01 2.178335e+02 2.705376e+02 1.767367e+02 1.232531e+00 1.526391e-02 6.492958e+00 1.244002e-02 3.284287e+03 5.821070e+07 9.396964e-02 9.399623e-02 33
1.001030e+00 3.123680e+02 6.756118e+02 4.412772e+02 7.078724e-01 3.811847e-02 1.029065e+01 1.403675e-02 8.196729e+03 1.452788e+08 5.949194e-02 5.948878e-02 33
1.201030e+00 5.611170e+02 1.681785e+03 1.098280e+03 5.109051e-01 9.488742e-02 1.630957e+01 -1.034530e-02 2.038287e+04 3.612660e+08 3.769713e-02 3.770291e-02 33
-5.989700e-01 1.188503e+01 4.548642e-01 2.959936e-01 4.015300e+01 2.562182e-05 2.584893e-01 4.982572e+00 5.501155e+00 9.766200e+04 2.349491e+00 2.353759e+00 34
-3.989700e-01 2.163375e+01 1.109095e+00 7.277307e-01 2.972769e+01 6.247367e-05 4.096780e-01 4.703609e-01 1.344438e+01 2.386780e+05 1.480765e+00 1.468290e+00 34
-1.989700e-01 3.080067e+01 2.766680e+00 1.810659e+00 1.701075e+01 1.558430e-04 6.492958e-01 -7.389014e-01 3.352307e+01 5.951350e+05 9.332026e-01 9.335224e-01 34
1.029996e-03 4.973025e+01 6.892293e+00 4.496796e+00 1.105904e+01 3.882326e-04 1.029065e+00 5.284282e-01 8.359111e+01 1.483993e+06 5.896634e-01 5.908806e-01 34
2.010300e-01 7.627558e+01 1.720647e+01 1.122620e+01 6.794428e+00 9.692150e-04 1.630957e+00 -1.985857e-01 2.086783e+02 3.704666e+06 3.731146e-01 3.734212e-01 34
4.010300e-01 1.013581e+02 4.309581e+01 2.814409e+01 3.601398e+00 2.427523e-03 2.584893e+00 3.266155e-01 5.226848e+02 9.279223e+06 2.355463e-01 2.357837e-01 34
6.010300e-01 1.360910e+02 1.080942e+02 7.059873e+01 1.927669e+00 6.088787e-03 4.096780e+00 1.199361e-01 1.310403e+03 2.326358e+07 1.487387e-01 1.487475e-01 34
8.010300e-01 2.194913e+02 2.705155e+02 1.767034e+02 1.242145e+00 1.523773e-02 6.492958e+00 1.567608e-02 3.278719e+03 5.820710e+07 9.397127e-02 9.400102e-02 34
1.001030e+00 3.078075e+02 6.756258e+02 4.412403e+02 6.975960e-01 3.805700e-02 1.029065e+01 1.070559e-02 8.183817e+03 1.452873e+08 5.949345e-02 5.948957e-02 34
1.201030e+00 5.566815e+02 1.682011e+03 1.098305e+03 5.068550e-01 9.474515e-02 1.630957e+01 -9.624028e-03 2.035326e+04 3.613314e+08 3.769703e-02 3.770263e-02 34
-5.989700e-01 1.200675e+01 4.549333e-01 2.962002e-01 4.053591e+01 2.563005e-05 2.584893e-01 4.858256e+00 5.499944e+00 9.762400e+04 2.347541e+00 2.352623e+00 35
-3.989700e-01 2.179452e+01 1.109235e+00 7.278388e-01 2.994416e+01 6.249212e-05 4.096780e-01 4.387538e-01 1.344242e+01 2.386030e+05 1.481649e+00 1.468954e+00 35
-1.989700e-01 3.085895e+01 2.766702e+00 1.810969e+00 1.704002e+01 1.558705e-04 6.492958e-01 -8.696273e-01 3.351425e+01 5.948780e+05 9.332885e-01 9.332547e-01 35
1.029996e-03 4.995594e+01 6.895787e+00 4.499222e+00 1.110324e+01 3.884951e-04 1.029065e+00 5.286155e-01 8.360699e+01 1.484024e+06 5.896460e-01 5.908104e-01 35
2.010300e-01 7.664160e+01 1.721048e+01 1.123119e+01 6.823997e+00 9.696043e-04 1.630957e+00 -2.146258e-01 2.086625e+02 3.703760e+06 3.730406e-01 3.733402e-01 35
4.010300e-01 1.016672e+02 4.310257e+01 2.815396e+01 3.611115e+00 2.428314e-03 2.584893e+00 3.302890e-01 5.226060e+02 9.276257e+06 2.354966e-01 2.357408e-01 35
6.010300e-01 1.346070e+02 1.081049e+02 7.061082e+01 1.906322e+00 6.090416e-03 4.096780e+00 9.483677e-02 1.310079e+03 2.325390e+07 1.487278e-01 1.487255e-01 35
8.010300e-01 2.181569e+02 2.705395e+02 1.767321e+02 1.234393e+00 1.524166e-02 6.492958e+00 3.667920e-03 3.277753e+03 5.818012e+07 9.396964e-02 9.399694e-02 35
1.001030e+00 3.126859e+02 6.756009e+02 4.412634e+02 7.086152e-01 3.806202e-02 1.029065e+01 1.080122e-02 8.180327e+03 1.452008e+08 5.949207e-02 5.948850e-02 35
1.201030e+00 5.671832e+02 1.681778e+03 1.098251e+03 5.164420e-01 9.474804e-02 1.630957e+01 -9.554765e-03 2.034190e+04 3.610688e+08 3.769727e-02 3.770319e-02 35
-5.989700e-01 1.202257e+01 4.555873e-01 2.964995e-01 4.054837e+01 2.563944e-05 2.584893e-01 5.308026e+00 5.507007e+00 9.785400e+04 2.345407e+00 2.350738e+00 36
-3.989700e-01 2.166144e+01 1.111244e+00 7.294887e-01 2.969400e+01 6.253836e-05 4.096780e-01 4.269079e-01 1.346536e+01 2.392660e+05 1.479704e+00 1.466816e+00 36
-1.989700e-01 3.081393e+01 2.771545e+00 1.813852e+00 1.698812e+01 1.559764e-04 6.492958e-01 -7.391471e-01 3.356857e+01 5.964800e+05 9.325406e-01 9.326812e-01 36
1.029996e-03 5.013481e+01 6.906952e+00 4.506587e+00 1.112479e+01 3.887080e-04 1.029065e+00 5.192916e-01 8.373274e+01 1.487847e+06 5.891067e-01 5.903201e-01 36
2.010300e-01 7.645361e+01 1.724195e+01 1.125057e+01 6.795532e+00 9.703390e-04 1.630957e+00 -1.759866e-01 2.089955e+02 3.713641e+06 3.727451e-01 3.730498e-01 36
4.010300e-01 1.019788e+02 4.318053e+01 2.820278e+01 3.615912e+00 2.430105e-03 2.584893e+00 3.110194e-01 5.234050e+02 9.300384e+06 2.352942e-01 2.355523e-01 36
6.010300e-01 1.334832e+02 1.083085e+02 7.074398e+01 1.886849e+00 6.095363e-03 4.096780e+00 1.203770e-01 1.312230e+03 2.331702e+07 1.485928e-01 1.485934e-01 36
8.010300e-01 2.194326e+02 2.710635e+02 1.770722e+02 1.239227e+00 1.525485e-02 6.492958e+00 -4.952389e-03 3.283392e+03 5.834259e+07 9.388106e-02 9.391059e-02 36
1.001030e+00 3.141123e+02 6.769939e+02 4.421626e+02 7.104001e-01 3.809972e-02 1.029065e+01 1.099204e-02 8.195438e+03 1.456247e+08 5.943503e-02 5.943104e-02 36
1.201030e+00 5.542956e+02 1.685432e+03 1.100632e+03 5.036157e-01 9.485238e-02 1.630957e+01 -1.021336e-02 2.038310e+04 3.621872e+08 3.765840e-02 3.766457e-02 36
-5.989700e-01 1.186687e+01 4.552130e-01 2.963514e-01 4.004325e+01 2.565737e-05 2.584893e-01 5.274219e+00 5.515049e+00 9.784800e+04 2.347845e+00 2.351342e+00 37
-3.989700e-01 2.171650e+01 1.110499e+00 7.290321e-01 2.978812e+01 6.259153e-05 4.096780e-01 5.607141e-01 1.348670e+01 2.392810e+05 1.480075e+00 1.466824e+00 37
-1.989700e-01 3.085553e+01 2.769536e+00 1.812815e+00 1.702078e+01 1.561006e-04 6.492958e-01 -7.762857e-01 3.361741e+01 5.964400e+05 9.326854e-01 9.326332e-01 37
1.029996e-03 4.991595e+01 6.899302e+00 4.502465e+00 1.108636e+01 3.888684e-04 1.029065e+00 6.093516e-01 8.382200e+01 1.487170e+06 5.893254e-01 5.905165e-01 37
2.010300e-01 7.612578e+01 1.722505e+01 1.123990e+01 6.772814e+00 9.708628e-04 1.630957e+00 -1.438021e-01 2.092709e+02 3.712885e+06 3.729185e-01 3.732414e-01 37
4.010300e-01 1.011710e+02 4.313410e+01 2.817585e+01 3.590698e+00 2.431186e-03 2.584893e+00 3.025029e-01 5.240741e+02 9.298122e+06 2.354009e-01 2.356424e-01 37
6.010300e-01 1.354398e+02 1.081963e+02 7.067695e+01 1.916323e+00 6.098316e-03 4.096780e+00 1.243227e-01 1.313913e+03 2.331144e+07 1.486624e-01 1.486688e-01 37
8.010300e-01 2.180508e+02 2.707684e+02 1.768921e+02 1.232677e+00 1.526143e-02 6.492958e+00 1.172489e-02 3.287445e+03 5.832585e+07 9.392675e-02 9.395809e-02 37
1.001030e+00 3.145894e+02 6.762835e+02 4.417316e+02 7.121731e-01 3.811766e-02 1.029065e+01 1.585962e-02 8.205773e+03 1.455868e+08 5.946208e-02 5.945751e-02 37
1.201030e+00 5.583869e+02 1.683900e+03 1.099679e+03 5.077727e-01 9.491037e-02 1.630957e+01 -9.840503e-03 2.041017e+04 3.621172e+08 3.767420e-02 3.767966e-02 37
-5.989700e-01 1.193478e+01 4.554179e-01 2.965403e-01 4.024673e+01 2.562703e-05 2.584893e-01 5.293059e+00 5.500478e+00 9.774900e+04 2.345869e+00 2.350067e+00 38
-3.989700e-01 2.170159e+01 1.111184e+00 7.294982e-01 2.974866e+01 6.252795e-05 4.096780e-01 6.848615e-01 1.345293e+01 2.390720e+05 1.479159e+00 1.466351e+00 38
-1.989700e-01 3.067316e+01 2.770913e+00 1.813911e+00 1.690997e+01 1.559233e-04 6.492958e-01 -8.633413e-01 3.353351e+01 5.959240e+05 9.323183e-01 9.321933e-01 38
1.029996e-03 5.009565e+01 6.903813e+00 4.505059e+00 1.111987e+01 3.884876e-04 1.029065e+00 5.746143e-01 8.362034e+01 1.486017e+06 5.891604e-01 5.904539e-01 38
2.010300e-01 7.720645e+01 1.723099e+01 1.124398e+01 6.866467e+00 9.696131e-04 1.630957e+00 -1.972134e-01 2.086915e+02 3.708657e+06 3.728223e-01 3.731734e-01 38
4.010300e-01 1.020746e+02 4.315228e+01 2.818480e+01 3.621618e+00 2.428241e-03 2.584893e+00 2.828620e-01 5.226605e+02 9.288200e+06 2.353541e-01 2.356292e-01 38
6.010300e-01 1.358119e+02 1.082441e+02 7.070539e+01 1.920814e+00 6.091051e-03 4.096780e+00 1.248299e-01 1.310434e+03 2.328772e+07 1.486413e-01 1.486373e-01 38
8.010300e-01 2.180432e+02 2.708958e+02 1.769674e+02 1.232109e+00 1.524370e-02 6.492958e+00 -2.574423e-04 3.278657e+03 5.826501e+07 9.391032e-02 9.393695e-02 38
1.001030e+00 3.098882e+02 6.764772e+02 4.418374e+02 7.013624e-01 3.806635e-02 1.029065e+01 1.008400e-02 8.182514e+03 1.454115e+08 5.945655e-02 5.945431e-02 38
1.201030e+00 5.600539e+02 1.684010e+03 1.099750e+03 5.092556e-01 9.476169e-02 1.630957e+01 -1.326402e-02 2.034785e+04 3.616016e+08 3.767389e-02 3.767952e-02 38
-5.989700e-01 1.192242e+01 4.540921e-01 2.956844e-01 4.032142e+01 2.562163e-05 2.584893e-01 4.891250e+00 5.494160e+00 9.737300e+04 2.348724e+00 2.353586e+00 39
-3.989700e-01 2.152814e+01 1.107904e+00 7.271180e-01 2.960750e+01 6.251221e-05 4.096780e-01 6.315644e-01 1.343751e+01 2.381530e+05 1.482093e+00 1.468918e+00 39
-1.989700e-01 3.095718e+01 2.762702e+00 1.807948e+00 1.712283e+01 1.558823e-04 6.492958e-01 -7.436897e-01 3.349535e+01 5.936380e+05 9.340864e-01 9.340875e-01 39
1.029996e-03 4.984294e+01 6.883745e+00 4.491225e+00 1.109785e+01 3.884075e-04 1.029065e+00 5.929077e-01 8.352548e+01 1.480322e+06 5.902029e-01 5.913284e-01 39
2.010300e-01 7.672311e+01 1.718632e+01 1.121457e+01 6.841375e+00 9.697185e-04 1.630957e+00 -2.020399e-01 2.085590e+02 3.696292e+06 3.733079e-01 3.736475e-01 39
4.010300e-01 1.020452e+02 4.303854e+01 2.810943e+01 3.630283e+00 2.428400e-03 2.584893e+00 3.178350e-01 5.223124e+02 9.256942e+06 2.356885e-01 2.359379e-01 39
6.010300e-01 1.331080e+02 1.079613e+02 7.051510e+01 1.887653e+00 6.091593e-03 4.096780e+00 1.108419e-01 1.309526e+03 2.320872e+07 1.488429e-01 1.488468e-01 39
8.010300e-01 2.201835e+02 2.701768e+02 1.764885e+02 1.247580e+00 1.524442e-02 6.492958e+00 1.651233e-02 3.276308e+03 5.806600e+07 9.403157e-02 9.406672e-02 39
1.001030e+00 3.120815e+02 6.747847e+02 4.407106e+02 7.081326e-01 3.807395e-02 1.029065e+01 1.921306e-02 8.178566e+03 1.449487e+08 5.952816e-02 5.952389e-02 39
1.201030e+00 5.556163e+02 1.680189e+03 1.097162e+03 5.064121e-01 9.480277e-02 1.630957e+01 -1.759655e-02 2.034463e+04 3.605679e+08 3.771639e-02 3.772251e-02 39
-5.989700e-01 1.191602e+01 4.542650e-01 2.958431e-01 4.027816e+01 2.560971e-05 2.584893e-01 5.177396e+00 5.504454e+00 9.763800e+04 2.348614e+00 2.352284e+00 40
-3.989700e-01 2.172344e+01 1.108157e+00 7.273806e-01 2.986530e+01 6.247362e-05 4.096780e-01 5.912797e-01 1.345935e+01 2.387420e+05 1.481850e+00 1.468649e+00 40
-1.989700e-01 3.066761e+01 2.762050e+00 1.807756e+00 1.696447e+01 1.557137e-04 6.492958e-01 -7.989122e-01 3.353371e+01 5.948210e+05 9.339078e-01 9.342888e-01 40
1.029996e-03 4.956622e+01 6.878555e+00 4.487741e+00 1.104480e+01 3.877864e-04 1.029065e+00 4.975974e-01 8.360187e+01 1.482930e+06 5.901862e-01 5.915168e-01 40
2.010300e-01 7.605440e+01 1.717022e+01 1.120461e+01 6.787779e+00 9.679910e-04 1.630957e+00 -1.844522e-01 2.086890e+02 3.701725e+06 3.733729e-01 3.737154e-01 40
4.010300e-01 1.017378e+02 4.300070e+01 2.808661e+01 3.622289e+00 2.424214e-03 2.584893e+00 3.372994e-01 5.226230e+02 9.270286e+06 2.357477e-01 2.359958e-01 40
6.010300e-01 1.349375e+02 1.078618e+02 7.045717e+01 1.915170e+00 6.080832e-03 4.096780e+00 9.116467e-02 1.310306e+03 2.324220e+07 1.488759e-01 1.488624e-01 40
8.010300e-01 2.187169e+02 2.699308e+02 1.763395e+02 1.240317e+00 1.521765e-02 6.492958e+00 1.092676e-02 3.278266e+03 5.814988e+07 9.406103e-02 9.408941e-02 40
1.001030e+00 3.131883e+02 6.741275e+02 4.403025e+02 7.113025e-01 3.800471e-02 1.029065e+01 1.403277e-02 8.182038e+03 1.451330e+08 5.955047e-02 5.954729e-02 40
1.201030e+00 5.645417e+02 1.678219e+03 1.095947e+03 5.151175e-01 9.461151e-02 1.630957e+01 -4.994905e-03 2.034721e+04 3.609188e+08 3.773223e-02 3.773807e-02 40
-5.989700e-01 1.190458e+01 4.534317e-01 2.951712e-01 4.033111e+01 2.554545e-05 2.584893e-01 5.141379e+00 5.491324e+00 9.747100e+04 2.351485e+00 2.354734e+00 41
